epoch,acc,loss,val_acc,val_loss
0,0.6937331537994734,0.5750626256523749,0.8041958043744395,0.4293093851634434
1,0.8456873316970476,0.3585902578184868,0.9350649351244802,0.19036701847087373
2,0.8992587599471573,0.25896421311839896,0.9090909090909091,0.213684292828346
3,0.9059973047428697,0.23188177931983517,0.9300699300699301,0.17160949365167946
4,0.9164420485175202,0.216357727336755,0.939060939060939,0.1754611319565511
5,0.9309299191374663,0.1870256898136473,0.948051948051948,0.1336127127075082
6,0.9393530998911176,0.16976524130353388,0.9460539460539461,0.146338495921779
7,0.9272237198372093,0.18436184668075042,0.9340659340659341,0.1804222837462649
8,0.9295822104032471,0.18122345626836195,0.9490509491104941,0.11824947244280225
9,0.9440700807018743,0.15817396652023746,0.9530469530469531,0.11728042474278917
10,0.9410377358490566,0.15417292596636756,0.9200799201394652,0.18192099573669376
11,0.9457547169811321,0.14940133578372453,0.948051948051948,0.13324710560756012
12,0.9450808623730333,0.14234631402151926,0.9530469530469531,0.12018538975751364
13,0.9518194068474268,0.14024203324896306,0.9530469531064981,0.10669757988486257
14,0.9459005376344086,0.13916870182560337,0.9600399600399601,0.1076520498754544
15,0.9476351351351351,0.13882458887843263,0.952047952047952,0.12523338079571605
16,0.9501347707288285,0.1356464782152375,0.9430569431164881,0.14413864199038628
17,0.9433962262544349,0.15649496530988466,0.9610389610985062,0.11196372978813522
18,0.9538409705110638,0.13900902068036586,0.9430569430569431,0.13644010196258496
19,0.9599056603773585,0.11929853716639255,0.951048951048951,0.1199854239951689
20,0.9541778974134646,0.12167755898961802,0.958041958041958,0.1264287506850747
21,0.9568733152032219,0.11756527432895734,0.9370629370629371,0.14754195226641087
22,0.9592318060905786,0.11808630440514685,0.9290709291304742,0.18127080163993797
23,0.9532930107526881,0.14096338655399057,0.9570429571025021,0.10957886504900682
24,0.9582210240981007,0.11885882210177232,0.9530469531064981,0.11962804390298022
25,0.9567567569178503,0.11524910227068373,0.9440559440559441,0.18321167190156115
26,0.9471024258760108,0.13036958386273076,0.9440559440559441,0.11968063738022175
27,0.9506048387096774,0.1280874108835574,0.961038961038961,0.09963516101797486
28,0.9533783782172848,0.11666343269769001,0.9520479521074972,0.11878706343643196
29,0.9599056603773585,0.11005243940173455,0.9360639361234812,0.15679430767343
30,0.9568733153638814,0.12734277302153268,0.945054945054945,0.12349924264842278
31,0.9650537634408602,0.0994013675778944,0.9430569430569431,0.1266507045714767
32,0.9567567567567568,0.11050015639110997,0.954045954045954,0.12200775101258012
33,0.9578840970350404,0.11739177766916244,0.949050949050949,0.1324627465148876
34,0.9585579514824798,0.10588945538769513,0.955044955044955,0.10582660570867233
