epoch,acc,loss,val_acc,val_loss
0,0.6034366575212813,0.7024015532028322,0.7292707293898195,0.5312748504923536
1,0.6455525608075597,0.644729630163095,0.551448551478324,0.6768931258808483
2,0.6738544472786937,0.6194394251728315,0.6673326674517576,0.5839144173678342
3,0.6745283020474518,0.6085625862818201,0.7712287713478614,0.5016485924844618
4,0.6900269540172381,0.6007352124327276,0.7872127873318774,0.49696491820947986
5,0.7028301888399047,0.5878459201508134,0.7812187813378714,0.4659283315682864
6,0.6873315362274808,0.5950052894029334,0.7562437563628465,0.48651188141577967
7,0.6960916442048517,0.5909093958990914,0.7892107893298794,0.46245482593745024
8,0.7078840971153701,0.5696571790625785,0.7942057943248844,0.476803375290824
9,0.7099056603773585,0.5636967653534162,0.8101898103089004,0.4269187494472309
10,0.7328167115902965,0.5374599834979383,0.7842157843348744,0.4450001801763262
11,0.754716980971416,0.5168802789600712,0.8271728273514625,0.39068930132405744
12,0.762466307277628,0.5071733989966205,0.8461538462729363,0.3725550919920057
13,0.768194070241522,0.4873575447704593,0.8801198802389704,0.33690331621722625
14,0.7614247311827957,0.4914224881638763,0.8531468532659433,0.3750244954249242
15,0.7709459459459459,0.4737187581287848,0.8671328672519574,0.3403466764863554
16,0.7692048515913621,0.49164840394274567,0.8491508492699393,0.3464370108508206
17,0.7692048517520216,0.481518100776441,0.8771228772419674,0.320909873023257
18,0.7772911049606344,0.4791057880997979,0.8691308691904143,0.3512331928525652
19,0.7847035038824672,0.46072803265000933,0.8661338662529563,0.3260651671743536
20,0.7813342316452705,0.467469246801983,0.8611388611984062,0.3439854149754112
21,0.7793126684636119,0.4737793811247998,0.8891108891704342,0.320065920229082
22,0.7772911052819532,0.47053742834499906,0.8731268732459633,0.33326917937347345
23,0.7752016129032258,0.4727887415116833,0.8671328672519574,0.3374854390556877
24,0.7904312670070206,0.4599007466893312,0.8371628373414725,0.3813385953912726
25,0.7851351348129478,0.4704423973689208,0.8811188811784262,0.3235866757896873
26,0.7860512130986648,0.4635381590966587,0.8561438562034013,0.3352099129191407
